title,link,description,bloggername,bloggerlink,postdate
&lt;탑스타뉴스&gt;'데이즈드 앤 컨퓨즈드'·'무례한 친구가... ,https://blog.naver.com/begtalent/223359533111,"10위 렉스트림 편집부 '데이즈드 앤 컨퓨즈드', 23위 크리스티나 퍼니발 '무례한 친구가 생겼어요', 25위 천상희 외 '선생님의 돈 공부', 33위 명랑쌤 이혜원 '외식보다 다채로운 집밥, 명랑쌤 비법... ","""BeGT"" 미래 가치를 높이는 기업",blog.naver.com/begtalent,20240220
[100자평] 데이즈드 앤 컨퓨즈드 B형 Dazed &amp; Confused... ,https://blog.aladin.co.kr/728893203/15174067,"데이즈드 앤 컨퓨즈드 B형 Dazed &amp; Confused Korea 2024.1 (표지 : TXT 범규) - 주요기사 : TXT, 노윤서, 서범준, 키, 닝닝 ㅣ 데이즈드 2024년 1월호 렉스트림 편집부 지음 / 렉스트림(잡지) / 2023년... ",[문은정님의 서재] : 알라딘,https://blog.aladin.co.kr/728893203,20231227
H1-KEY(하이키) 미니 2집 Seoul Dreaming 2023년 CD,https://blog.naver.com/gct2002kr/223215035005,"PERFORMANCE DIRECTOR 3DCOLORDOOBU, HOLICSSO PRODUCTION 스튜디오 렉스트림 (STUDIO L'EXTREME) CREATIVE DIRECTOR 이겸 (STUDIO L'EXTREME) M/V DIRECTOR 나승권 (SEOUL), 김성재 (불빛을 꺼뜨리지 마) (STUDIO L'EXTREME) M/V... ",남들사는 이야기,blog.naver.com/gct2002kr,20230918
우리 9월 아껴주시고 성원해주시고 후원해주시고 격려해주시고... ,https://blog.naver.com/pdsh/223214220283,착장 존나 내스타일 얼굴 헤어 존나 내스타일 노디기리 재림 렉스트림디렉터님 빅빅동의합니다 저날 그냥 모든게 내 이상형임 9.8 출근할때마다 음료 개땡김.. 이날은 참을 수 없었어요 네이밍 쥑임... ,* ੈ✩‧₊˚* ੈ✩‧₊,blog.naver.com/pdsh,20230918
"하이키(H1-KEY) 'SEOUL(Such a Beautiful City)(서울), 불빛을... ",https://blog.naver.com/idolounge/223203492125,"스튜디오 렉스트림 (STUDIO L’EXTREME) 뮤직비디오 감독 나승권 (SEOUL) (STUDIO L'EXTREME) 비주얼 디렉터 이남훈 사진작가 박상준 (STUDIO L'EXTREME), 김예영 아트워크, 디자인 강지웅, 묘카하라... ",아이돌뮤짘[IDMK],blog.naver.com/idolounge,20230905
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea B형... ,https://blog.aladin.co.kr/780718185/14855131,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea B형 2023.9 (표지 : 제로베이스원 성한빈) ㅣ 데이즈드 2023년 9월호 렉스트림 편집부 지음 / 렉스트림(잡지) / 2023년 8월 평점 : 품절 제로베이스원 성한빈... ,[gumdangnunim님의 서재] : 알라딘,https://blog.aladin.co.kr/780718185,20230825
2023년 8월 잡지부록 | 패션 8월호 더블유 데이즈드앤컨퓨즈드... ,https://blog.naver.com/hanainbook/223190491730,8 (표지 : 이민호 3종 중 랜덤) 저자 미등록 출판 렉스트림(잡지) 발매 2023.07.17. 데이즈드 앤 컨퓨즈드 Dazed Confused Korea 2023.8 (표지 : 이민호 3종 중 랜덤) 저자 렉스트림 편집부 출판... ,"하루의 끝, 책으로 채우는 시간.",blog.naver.com/hanainbook,20230822
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea B형... ,https://blog.aladin.co.kr/701231150/14847346,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea B형 2023.9 (표지 : 제로베이스원 성한빈) ㅣ 데이즈드 2023년 9월호 렉스트림 편집부 지음 / 렉스트림(잡지) / 2023년 8월 평점 : 품절 성한빈 표지라서... ,[이순미님의 서재] : 알라딘,https://blog.aladin.co.kr/701231150,20230822
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea B형... ,https://blog.aladin.co.kr/757138161/14829325,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea B형 2023.9 (표지 : 제로베이스원 성한빈) ㅣ 데이즈드 2023년 9월호 렉스트림 편집부 지음 / 렉스트림(잡지) / 2023년 8월 평점 : 품절 성한빈이 표지라니.... ,[김진실님의 서재] : 알라딘,https://blog.aladin.co.kr/757138161,20230815
"패션 MD는 뭘까? 취업 준비 방법, 자격증 준비 : 디자인자격증",https://blog.naver.com/under___stand/223167612806,데이즈드 코리아 (Dazed Korea) 2023년 8월호 / 표지 이민호 / 표지 랜덤 / 예약판매 저자 렉스트림 편집부 출판 렉스트림 발매 2023.07.26. 엘르 (ELLE) 2023년 7월호 D형(방향제) / 표지 GD / 별책 북인북... ,Ausitnlist,blog.naver.com/under___stand,20230727
